公司代號,公司名稱,董事會決議日期,買回目的,買回股份總金額上限(依最新財報計算之法定上限),預定買回股數,買回價格區間最低,買回價格區間最高,預定買回期間起,預定買回期間迄,是否執行完畢,本次已買回股數(空白為尚在執行中),本次執行完畢已註銷或轉讓股數,本次已買回股數佔預定買回股數比例(%)(空白為尚在執行中),本次已買回總金額(空白為尚在執行中),本次平均每股買回價格(空白為尚在執行中),本次買回股數佔公司已發行股份總數比例(%)(空白為尚在執行中),本次未執行完畢之原因
3024,憶聲,93/03/26,1,830684072.0,10000000.0,22.0,44.00,2004-03-29,2004-05-28,Y,0.0,,0.0,0.0,0.00,0.0,"因政經狀況多變,為顧及本公司股東權益,公司政策趨保守"
1315,達新,93/03/29,3,613434167.0,6000000.0,8.0,15.00,2004-03-30,2004-05-29,Y,0.0,0.0,0.0,0.0,0.00,0.0,買回期間集中交易市場變動較預期穩定，致未予執行。
2107,厚生,93/03/29,3,428391865.0,20000000.0,10.0,16.00,2004-03-30,2004-05-29,Y,4605000.0,4605000.0,23.03,54649534.0,11.87,1.18,"政治環境已趨穩定,投資人信心也漸回復,公司股價也逐漸回穩,足以?"
2324,仁寶,93/03/29,3,24546792522.0,100000000.0,35.0,45.00,2004-03-30,2004-05-29,Y,75038000.0,75038000.0,75.04,2938204432.0,39.16,2.32,本公司買回庫藏股主要係配合市場價格機制，由於買回期間股價相對
2352,佳世達,93/03/29,3,21208175000.0,30000000.0,40.0,45.00,2004-03-30,2004-05-29,Y,4457000.0,4457000.0,14.86,196605100.0,44.11,0.22,"因股價上升, 使得庫藏股無法完全執行, 本公司董事會決議提前結束"
2421,建準,93/03/29,1,438119904.0,4000000.0,11.41,26.52,2004-03-30,2004-05-28,Y,3000000.0,,75.0,50796070.0,16.93,1.53,
2457,飛宏,93/03/29,1,1728566000.0,10000000.0,13.5,32.00,2004-03-30,2004-05-29,Y,10000000.0,10000000.0,100.0,190395239.0,19.04,3.41,
2535,達欣工,93/03/29,1,929686000.0,15000000.0,7.0,10.00,2004-03-31,2004-05-30,Y,0.0,,0.0,0.0,0.00,0.0,因買回期間本公司股價尚稱穩定，雖有數日股價下跌至買回區間之中線8.5元，惟很快皆反彈接近10元，為考量股價尚稱穩定及員工未來認購意願，故未執行買回庫藏股。
2906,高林,93/03/30,3,817077000.0,10000000.0,8.0,14.00,2004-03-31,2004-05-30,Y,5000000.0,5000000.0,50.0,53990450.0,10.80,1.36,"為維護整體股東權益並尊重市場機制,本公司視股價變化採取分批買?"
2363,矽統,93/03/31,1,5844724149.0,30000000.0,15.6,32.00,2004-04-01,2004-05-31,Y,30000000.0,,100.0,535627486.0,17.85,2.24,
6243,迅杰,93/03/31,1,42027519.0,1000000.0,25.0,35.00,2004-04-06,2004-06-05,Y,958000.0,958000.0,95.8,27745200.0,28.96,3.5,買回數量已足夠現階段作為轉讓給員工之用
2426,鼎元,93/04/05,1,212689000.0,10000000.0,14.0,20.00,2004-04-06,2004-06-05,Y,10000000.0,10000000.0,100.0,167627076.0,16.76,6.09,
2493,揚博,93/04/06,3,497892199.0,5000000.0,10.0,20.45,2004-04-07,2004-06-06,Y,3468000.0,3468000.0,69.36,46595622.0,13.44,3.42,因買回期間本公司股價已逐漸維持穩定
6225,天瀚,93/04/26,3,681182706.0,2500000.0,29.0,50.00,2004-04-27,2004-06-26,Y,2500000.0,2500000.0,100.0,81176400.0,32.47,1.69,
3057,喬鼎,93/04/28,1,289872662.0,6000000.0,36.0,45.00,2004-04-29,2004-06-28,Y,6000000.0,6000000.0,100.0,175846761.0,29.31,5.77,
5388,中磊,93/04/29,1,348465308.0,7000000.0,25.0,46.00,2004-04-30,2004-06-29,Y,7000000.0,7000000.0,100.0,221864472.0,31.69,7.97,
1229,聯華,93/04/30,1,2193341000.0,3000000.0,8.0,10.00,2004-05-01,2004-06-30,Y,3000000.0,3000000.0,100.0,28466301.0,9.49,0.45,
2347,聯強,93/04/30,1,9680918820.0,12000000.0,45.0,55.00,2004-05-03,2004-07-03,Y,10300000.0,10300000.0,85.83,511482181.0,49.66,1.38,"因股價逐漸回穩,為顧及本公司股東權益及考量員工未來認股之意願,"
2353,宏碁,93/04/30,3,11464434000.0,10000000.0,32.9,60.00,2004-05-03,2004-07-02,Y,10000000.0,10000000.0,100.0,476676085.0,47.67,0.48,
8072,陞泰,93/04/30,1,945320803.0,1000000.0,140.0,200.00,2004-05-03,2004-07-02,Y,497000.0,497000.0,49.7,73213226.0,147.31,1.1,因為買回期間本公司股價已逐漸穩定，為顧及本公司長期資金之規劃
2362,藍天,93/05/04,1,1134097145.0,8000000.0,12.0,17.00,2004-05-05,2004-07-04,Y,8000000.0,8000000.0,100.0,109449111.0,13.68,1.61,
2379,瑞昱,93/05/05,1,10195639523.0,20000000.0,28.4,77.50,2004-05-06,2004-07-05,Y,17333000.0,17333000.0,86.67,717482794.0,41.39,2.66,為免影響市場價格，本公司採取每日定量定價分批
2382,廣達,93/05/05,3,26613242000.0,40000000.0,60.0,90.00,2004-05-06,2004-07-05,Y,12253000.0,12253000.0,30.63,803080741.0,65.54,0.44,"為維護整體股東權益,視股價採取分批買回策略及股價逐漸回穩致未?"
6136,富爾特,93/05/05,1,754237000.0,2000000.0,58.0,75.00,2004-05-07,2004-07-06,Y,2000000.0,2000000.0,100.0,126678936.0,63.34,2.92,
1714,和桐,93/05/06,3,679503340.0,20000000.0,11.75,17.60,2004-05-07,2004-07-06,Y,16445000.0,16445000.0,82.23,191797777.0,11.66,2.69,因股價波動及限時限價限量掛單買進，致使部分買單未能撮合成交，
2349,錸德,93/05/06,1,35688864000.0,30000000.0,17.0,25.00,2004-05-07,2004-07-06,Y,15146000.0,15146000.0,50.49,249776350.0,16.49,0.72,為維護整體股東權益，本公司視股價變化採取分批買回策略。
2351,順德,93/05/06,1,401473774.0,3000000.0,10.7,22.00,2004-05-07,2004-07-06,Y,2750000.0,2750000.0,91.67,43836598.0,15.94,1.65,"為維護股東權益及兼顧資金有效運用,本次庫藏股買回執行率達91.67"
2823,中壽,93/05/06,1,1353109365.0,35000000.0,12.18,32.22,2004-05-07,2004-07-06,Y,3078000.0,3078000.0,8.79,54103637.0,17.58,0.47,執行期間因股價上下波動、限時、限價掛進買單致未按預計數量全數
3231,緯創,93/05/06,1,6818141026.0,10000000.0,20.0,28.00,2004-05-07,2004-07-06,Y,7086000.0,7086000.0,70.86,147477300.0,20.81,0.8,本公司執行庫藏股買回期間，適逢國內市場環境激烈變化，為顧及股
6285,啟碁,93/05/06,1,1156190000.0,3000000.0,60.0,80.00,2004-05-07,2004-07-06,Y,865000.0,865000.0,28.83,50588582.0,58.48,1.07,本公司執行庫藏股買回期間，適逢國內市場環境激烈變化，為顧及股
1103,嘉泥,93/05/07,1,2258301186.0,40000000.0,12.0,15.00,2004-05-10,2004-07-09,Y,839000.0,839000.0,2.1,10858550.0,12.94,0.12,"為維護整體股東權益,本公司視股價變化買回本公司股份,執行率為2."
2323,中環,93/05/07,3,22580089221.0,20000000.0,24.0,27.00,2004-05-10,2004-06-09,Y,20000000.0,20000000.0,100.0,446258460.0,22.31,0.59,
2454,聯發科,93/05/07,3,26044632347.0,12000000.0,203.0,500.10,2004-05-08,2004-07-07,Y,3437000.0,3437000.0,28.64,935705000.0,272.24,0.54,"為兼顧市場機制,並維護股東權益,本公司視股價變化採行分批買回策"
2908,特力,93/05/07,1,1369515296.0,10000000.0,17.0,25.00,2004-05-11,2004-07-10,Y,10000000.0,10000000.0,100.0,176894308.0,17.69,2.58,
2480,敦陽科,93/05/10,3,1067116856.0,10000000.0,13.79,38.90,2004-05-11,2004-07-10,Y,2428000.0,2428000.0,24.28,24280000.0,10.00,1.08,
3040,遠見,93/05/10,1,655258051.0,2000000.0,13.3,26.00,2004-05-11,2004-07-10,Y,2000000.0,2000000.0,100.0,38492200.0,19.25,1.57,
3050,鈺德,93/05/10,1,2017072889.0,6000000.0,20.0,28.00,2004-05-11,2004-07-10,Y,5850000.0,5850000.0,97.5,140751554.0,24.06,3.18,考量買回期間股價持穩定，並顧及本公司股東權益
2353,宏碁,93/05/11,3,11464434000.0,10000000.0,31.9,60.00,2004-05-12,2004-07-11,Y,10000000.0,10000000.0,100.0,449090309.0,44.91,0.48,
2376,技嘉,93/05/11,3,11568861402.0,20000000.0,36.5,89.00,2004-05-12,2004-06-30,Y,1510000.0,1510000.0,7.55,78725000.0,52.14,0.25,買回期間股價維持穩定，以達到為維護本公司信用及股東權益之目的
6196,帆宣,93/05/11,1,1637301404.0,2500000.0,55.0,85.00,2004-05-13,2004-07-12,Y,1341000.0,1341000.0,53.64,87970963.0,65.60,1.57,因考量公司營運資金有效運用及維護股東權益未全部執行
2365,昆盈,93/05/12,3,1638686812.0,5000000.0,25.0,45.00,2004-05-13,2004-06-12,Y,5000000.0,5000000.0,100.0,169878534.0,33.98,2.42,
5471,松翰,93/05/12,1,433615928.0,3000000.0,48.3,65.00,2004-05-13,2004-07-12,Y,765000.0,765000.0,25.5,36093991.0,47.18,0.65,因執行期間股價逐健回穩，且為顧及股東權益，故未全部執行完畢。
2373,震旦行,93/05/13,1,1906325000.0,10000000.0,15.0,27.00,2004-05-14,2004-07-13,Y,10000000.0,10000000.0,100.0,196368012.0,19.64,2.84,
1423,利華,93/05/14,1,158296254.0,8965000.0,4.06,10.63,2004-05-17,2004-07-15,Y,240000.0,240000.0,2.68,1343234.0,5.60,0.13,為兼顧市場機制，並維護整體股東權益，本公司視股價變化採行分批
1517,利奇,93/05/14,1,157288500.0,10000000.0,11.0,17.80,2004-05-18,2004-07-17,Y,8999000.0,8999000.0,89.99,119395450.0,13.27,3.89,考量買回期間股價上下波動，為維護整體股東權益，故未全數執行完
2323,中環,93/05/14,3,22580089221.0,30000000.0,20.0,25.00,2004-05-17,2004-06-16,Y,30000000.0,30000000.0,100.0,579646755.0,19.32,0.88,
2344,華邦電,93/05/17,3,17802954000.0,90000000.0,13.0,16.00,2004-05-18,2004-07-16,Y,65000000.0,65000000.0,72.22,962312979.0,14.80,1.47,"為維護整體股東權益,本公司視股價變化採取分批買回策略。"
2353,宏碁,93/05/17,3,11464434000.0,10000000.0,29.1,60.00,2004-05-18,2004-07-17,Y,10000000.0,10000000.0,100.0,455118827.0,45.51,0.5,
2481,強茂,93/05/17,1,1473537000.0,2000000.0,19.6,53.00,2004-05-19,2004-07-18,Y,2000000.0,2000000.0,100.0,53743150.0,26.87,1.34,
3011,今皓,93/05/17,3,241769000.0,6000000.0,11.0,25.00,2004-05-18,2004-07-17,Y,4324000.0,4324000.0,72.07,76317967.0,17.65,5.28,因景氣不明朗，並為顧及本公司股東權益，故未予以全部執行完畢。
6257,矽格,93/05/17,3,941805000.0,3000000.0,23.1,50.00,2004-05-18,2004-07-17,Y,1218000.0,1218000.0,40.6,37884400.0,31.10,1.04,買回期間股價已穩定，已達到維護本公司信用及股東權益之目的
2313,華通,93/05/18,1,3515328000.0,10000000.0,10.0,20.00,2004-05-19,2004-07-18,Y,3650000.0,3650000.0,36.5,42408000.0,11.62,0.39,考量買回期間股價維持穩定，並為顧及本公司股東權益及員工未來認
2449,京元電子,93/05/18,1,6561770000.0,12000000.0,19.39,62.82,2004-05-20,2004-07-19,Y,10186000.0,10186000.0,84.88,289776975.0,28.45,1.46,本公司因於93年06月30日向證交所洽辦除權、息公告，故依證交所營
3015,全漢,93/05/18,1,887447649.0,3000000.0,36.4,78.00,2004-05-19,2004-07-18,Y,3000000.0,3000000.0,100.0,164426000.0,54.81,3.48,
2488,漢平,93/05/19,3,316916897.0,3000000.0,20.0,39.70,2004-05-20,2004-07-19,Y,1000000.0,1000000.0,33.33,28332562.0,28.33,0.99,"為維護整體股東權益,本公司視股價變化買回公司股份,執行率為33.3"
3022,威強電,93/05/19,1,559562000.0,3000000.0,22.0,45.00,2004-05-20,2004-07-19,Y,2597000.0,2597000.0,86.57,75818800.0,29.19,1.87,因買回期間股價逐漸回穩，為顧及本公司股東權益及考量員工未來認
3038,全台,93/05/19,1,892779000.0,7100000.0,25.2,62.00,2004-05-20,2004-07-19,Y,6317000.0,6317000.0,88.97,206804116.0,32.74,4.28,"為考量市場機制,並維護股東及員工權益,本公司視股價變化採行分批"
3010,華立,93/05/20,3,1700040539.0,6000000.0,40.0,60.00,2004-05-21,2004-07-20,Y,4579000.0,4579000.0,76.32,195128357.0,42.61,2.78,為維護整體股東權益，並維持適當之現金流量，致未執行完畢。
2397,友通,93/05/24,3,1393151879.0,2500000.0,12.5,26.00,2004-05-26,2004-07-25,Y,1750000.0,1750000.0,70.0,28980100.0,16.56,1.5,執行期間交易量不足，致未執行完畢，但已達原預定買回數量七成。
3014,聯陽,93/05/24,1,180241000.0,5000000.0,12.0,25.00,2004-05-25,2004-07-24,Y,5000000.0,5000000.0,100.0,74143850.0,14.83,4.59,
4104,佳醫,93/05/31,1,1262726267.0,2000000.0,23.0,40.00,2004-06-01,2004-07-31,Y,500000.0,500000.0,25.0,13931000.0,27.86,0.8,考量買回期間股價維持穩定並顧及本公司股東權益故未予以執行完畢
2367,燿華,93/06/02,1,2272221851.0,6000000.0,13.0,33.00,2004-06-03,2004-08-02,Y,6000000.0,6000000.0,100.0,98146726.0,16.36,1.69,
2385,群光,93/06/03,1,1124116958.0,5000000.0,42.0,60.00,2004-06-04,2004-07-02,Y,5000000.0,5000000.0,100.0,245624984.0,49.12,1.34,
2476,鉅祥,93/06/03,1,671098000.0,2000000.0,16.6,37.00,2004-06-04,2004-08-03,Y,255000.0,255000.0,12.75,6057689.0,23.76,0.18,實際買回數量已足夠轉讓予員工需求
2323,中環,93/06/04,3,22580089221.0,42000000.0,18.0,25.00,2004-06-07,2004-07-06,Y,42000000.0,42000000.0,100.0,819470040.0,19.51,1.24,
1477,聚陽,93/06/07,3,364862504.0,2000000.0,50.0,75.00,2004-06-09,2004-08-08,Y,2000000.0,2000000.0,100.0,107305300.0,53.65,2.02,
2388,威盛,93/06/07,1,9038538000.0,10000000.0,21.49,47.99,2004-06-08,2004-08-07,Y,7879000.0,7879000.0,78.79,193310200.0,24.53,0.62,"為維護整體股東權益,視股價採取分批買回策略."
3005,神基,93/06/07,1,1040508897.0,3000000.0,10.5,14.50,2004-05-18,2004-07-17,Y,3000000.0,3000000.0,100.0,41590766.0,13.86,1.21,
2338,光罩,93/06/08,3,984361000.0,10000000.0,12.0,18.00,2004-06-09,2004-06-25,Y,10000000.0,10000000.0,100.0,170302295.0,17.03,2.51,
4414,如興,93/06/11,1,143251525.0,3000000.0,10.0,18.00,2004-06-14,2004-08-13,Y,3000000.0,3000000.0,100.0,34745648.0,11.58,3.26,
2204,中華,93/06/14,1,21083839000.0,10000000.0,50.0,55.00,2004-06-15,2004-08-14,Y,10000000.0,10000000.0,100.0,453414233.0,45.34,0.74,
2374,佳能,93/06/15,1,983170020.0,3000000.0,24.0,28.00,2004-06-16,2004-08-15,Y,3000000.0,3000000.0,100.0,68765563.0,22.92,1.02,
2017,官田鋼,93/06/16,1,692127836.0,18000000.0,6.0,10.30,2004-06-17,2004-08-16,Y,7000000.0,7000000.0,38.89,59109448.0,8.44,1.55,因考量買回期間股價已漸趨穩定，且顧及公司有效資金運用及員工未
2368,金像電,93/06/17,1,941741163.0,2500000.0,12.0,17.00,2004-06-18,2004-08-17,Y,2500000.0,2500000.0,100.0,34502600.0,13.80,0.61,
2413,環科,93/06/17,3,1467533291.0,5000000.0,13.0,23.00,2004-06-18,2004-08-17,Y,5000000.0,5000000.0,100.0,68148586.0,13.63,3.49,
2340,光磊,93/06/18,1,994661000.0,15000000.0,5.7,12.00,2004-06-21,2004-08-20,Y,15000000.0,15000000.0,100.0,116121398.0,7.74,2.3,
2425,承啟,93/06/21,1,77455039.0,4300000.0,4.55,12.90,2004-06-24,2004-08-23,Y,100000.0,100000.0,2.33,617478.0,6.17,0.07,執行期間股價上下坡動，限時限價，採低接為原則，至部分買單未成
3036,文曄,93/06/21,1,1795697450.0,3000000.0,18.8,46.10,2004-06-23,2004-07-22,Y,0.0,,0.0,0.0,0.00,0.0,博達案後IC通路商受到牽累股價大都不甚理想，為維議股東權益而未
3040,遠見,93/06/21,1,655258051.0,3000000.0,13.3,26.00,2004-06-23,2004-08-22,Y,3000000.0,3000000.0,100.0,52879350.0,17.63,2.36,
2442,新美齊,93/06/23,3,627201897.0,10000000.0,6.0,10.00,2004-06-24,2004-08-23,Y,1460000.0,1460000.0,14.6,12397572.0,8.49,0.82,"執行期間,股價上下波動,限時、限價採低接為原則,至部份買單未成?"
6112,聚碩,93/06/28,1,845388496.0,2000000.0,6.62,13.92,2004-06-30,2004-08-29,Y,2000000.0,2000000.0,100.0,19512552.0,9.76,2.94,
1225,福懋油,93/06/29,3,205335000.0,17721000.0,4.2,9.30,2004-06-30,2004-08-29,Y,14510000.0,14510000.0,81.88,99997663.0,6.89,8.19,
3005,神基,93/06/29,1,1040508897.0,2000000.0,10.5,14.50,2004-06-30,2004-08-29,Y,2000000.0,2000000.0,100.0,28099558.0,14.05,0.81,
1464,得力,93/06/30,3,116021929.0,6000000.0,5.0,11.46,2004-07-01,2004-07-30,Y,1998000.0,1998000.0,33.3,11934989.0,5.97,0.83,not_found
2390,云辰,93/06/30,3,661764014.0,4000000.0,9.0,13.00,2004-07-01,2004-08-31,Y,4000000.0,4000000.0,100.0,37466606.0,9.37,1.35,
2466,冠西電,93/06/30,1,54762000.0,3000000.0,5.74,14.97,2004-07-01,2004-08-31,Y,3000000.0,3000000.0,100.0,25519650.0,8.51,3.88,
3024,憶聲,93/06/30,1,1112735072.0,15000000.0,19.0,32.00,2004-07-01,2004-08-30,Y,12129000.0,12129000.0,80.86,283872053.0,23.40,5.63,"遇除權(息)期間,買回天數減少"
3029,零壹,93/07/01,3,395304000.0,3000000.0,8.0,20.00,2004-07-02,2004-09-01,Y,1880000.0,1880000.0,62.67,18695150.0,9.94,2.72,
2373,震旦行,93/07/02,1,1906325000.0,10000000.0,15.0,25.00,2004-07-05,2004-09-04,Y,10000000.0,10000000.0,100.0,195585932.0,19.56,2.84,
2433,互盛電,93/07/08,3,68262000.0,5000000.0,8.0,13.50,2004-07-09,2004-09-08,Y,374000.0,374000.0,7.48,4228158.0,11.31,0.21,
3058,立德,93/07/08,1,275246048.0,2000000.0,5.7,14.20,2004-07-15,2004-09-10,Y,1598000.0,1598000.0,79.9,11762666.0,7.36,1.8,為兼顧協調市場機制，同時維護股東權益，故本次買回本公司股份期
1714,和桐,93/07/13,3,679503340.0,13000000.0,11.0,17.00,2004-07-14,2004-09-13,Y,7048000.0,7048000.0,54.22,75997162.0,10.78,1.15,因股價波動及限時限價限量掛單買進，致使部分買單未能撮合成交，
2419,仲琦,93/07/13,3,479613495.0,5000000.0,5.57,13.50,2004-06-18,2004-08-17,Y,5000000.0,5000000.0,100.0,34453700.0,6.89,4.12,
3013,晟銘電,93/07/13,3,481935310.0,8000000.0,9.0,24.00,2004-07-14,2004-09-13,Y,8000000.0,8000000.0,100.0,112317916.0,14.04,5.8,
2390,云辰,93/07/14,3,661764014.0,5500000.0,9.0,13.00,2004-07-15,2004-09-14,Y,5500000.0,5500000.0,100.0,47277550.0,8.60,1.86,
8112,至上,93/07/14,1,762747777.0,3000000.0,14.0,26.00,2004-07-15,2004-09-14,Y,2636000.0,2636000.0,87.87,53075496.0,20.13,3.79,買回期間股價逐漸穩定，已恢復合理之市場價格
2488,漢平,93/07/19,3,316916897.0,2000000.0,17.8,42.20,2004-07-20,2004-09-19,Y,2000000.0,2000000.0,100.0,53966718.0,26.98,1.9,
6277,宏正,93/07/19,1,966097888.0,1000000.0,65.0,100.00,2004-07-20,2004-09-19,Y,1000000.0,1000000.0,100.0,75922500.0,75.92,1.22,
1604,聲寶,93/07/20,3,1785130000.0,30000000.0,7.0,12.00,2004-07-21,2004-09-20,Y,30000000.0,30000000.0,100.0,264500069.0,8.82,2.24,
2367,燿華,93/07/20,1,2272221851.0,6000000.0,9.03,23.60,2004-07-21,2004-09-20,Y,751000.0,751000.0,12.52,11095200.0,14.77,0.21,"股價穩定,己達到維護股東權益之目的"
2489,瑞軒,93/07/20,1,2444475000.0,10000000.0,12.0,28.00,2004-07-21,2004-09-20,Y,9100000.0,9100000.0,91.0,169547834.0,18.63,2.37,執行比率已達91%，9/15為除權息交易日；9/17~9/21為停過期間。
2459,敦吉,93/07/21,3,993342000.0,5000000.0,27.93,51.00,2004-05-12,2004-07-09,Y,2276000.0,2276000.0,45.52,88804977.0,39.02,2.05,"為兼顧市場機制,並顧及股東權益及考量員工未來認股之意願,本公司"
2379,瑞昱,93/07/22,1,10195639523.0,20000000.0,22.8,59.30,2004-07-23,2004-09-22,Y,6330000.0,6330000.0,31.65,217823184.0,34.41,0.86,為免影響市場價格，本公司採取每日定量定價分批
3026,禾伸堂,93/07/22,1,1893101048.0,1500000.0,30.6,61.00,2004-07-23,2004-09-22,Y,1500000.0,1500000.0,100.0,73816398.0,49.21,1.0,
6141,柏承,93/07/22,1,460067364.0,1000000.0,21.0,50.00,2004-07-23,2004-09-22,Y,242000.0,242000.0,24.2,7471106.0,30.87,0.27,考量買回期間市場變動較預期穩定，致未能全數執行完畢
1437,勤益控,93/07/23,3,62637815.0,3000000.0,10.0,15.00,2004-07-26,2004-09-25,Y,787000.0,787000.0,26.23,9312283.0,11.83,0.5,依市場狀況及維持穩定股價，進行買回，受股價因素，致期間屆滿仍
2397,友通,93/07/23,3,1393151879.0,2000000.0,11.7,25.00,2004-07-28,2004-09-27,Y,1600000.0,1600000.0,80.0,23979900.0,14.99,1.4,執行期間交易量不足，致未執行完畢，但已達原預定買回數量八成。
6283,淳安,93/07/23,1,118579000.0,1000000.0,18.5,40.00,2004-07-26,2004-09-25,Y,500000.0,500000.0,50.0,13748532.0,27.50,1.5,為使轉讓股份予員工的目的能順利達成並顧及股東權益，採低接不追
1235,興泰,93/07/26,1,159995830.0,4116000.0,12.0,28.00,2004-07-28,2004-09-27,Y,2834000.0,2834000.0,68.85,45762533.0,16.15,6.88,為兼顧協調市場機制，有效資金運用，同時維護股東權益，故本次庫
2338,光罩,93/07/26,3,984361000.0,18000000.0,11.0,16.00,2004-07-27,2004-08-25,Y,8980000.0,8980000.0,49.89,139450429.0,15.53,2.37,"考量股票行仍不穩定,為維護股東權益故減緩買回總數量"
3062,建漢,93/07/28,1,1142815000.0,10000000.0,20.0,32.00,2004-07-29,2004-09-28,Y,10000000.0,10000000.0,100.0,220951680.0,22.10,4.91,
2328,廣宇,93/07/30,1,1707729000.0,10000000.0,13.0,20.00,2004-08-02,2004-10-01,Y,5623000.0,5623000.0,56.23,109713179.0,19.51,1.55,市場價格已逾最高買回區間價格
9935,慶豐富,93/07/30,1,316483775.0,5000000.0,15.0,23.00,2004-08-03,2004-10-02,Y,1438000.0,1438000.0,28.76,23285700.0,16.19,1.22,適逢除權日公告日起至停止過戶期間止導致執行期間縮短
1472,三洋紡,93/08/04,1,565583000.0,2500000.0,6.0,8.00,2004-08-05,2004-10-04,Y,1066000.0,1066000.0,42.64,7603953.0,7.13,1.22,"實施庫藏股期間,每股單價達買回區間價格上限"
2464,盟立,93/08/04,1,213483553.0,2000000.0,14.0,27.00,2004-08-05,2004-10-04,Y,2000000.0,2000000.0,100.0,41649477.0,20.82,2.02,
2344,華邦電,93/08/06,3,19557378000.0,50000000.0,12.5,15.00,2004-08-09,2004-10-08,Y,50000000.0,50000000.0,100.0,690382180.0,13.81,1.13,
2433,互盛電,93/08/06,3,69294000.0,5200000.0,8.0,12.50,2004-08-09,2004-10-08,Y,5200000.0,5200000.0,100.0,62690220.0,12.06,3.15,
2382,廣達,93/08/08,3,26613243000.0,20000000.0,50.0,65.00,2004-08-06,2004-10-05,Y,10452000.0,10452000.0,52.26,605329345.0,57.92,0.34,"維護整體股東權益,視股價採取分批買回策略及股價逐漸回穩致未執?"
2324,仁寶,93/08/09,3,26612921442.0,100000000.0,25.0,40.00,2004-08-10,2004-10-09,Y,99991000.0,99991000.0,99.99,3228195310.0,32.28,3.07,執行已達99.99%。
6282,康舒,93/08/10,1,2021442362.0,10000000.0,20.0,30.00,2004-08-11,2004-10-10,Y,10000000.0,10000000.0,100.0,282636500.0,28.26,2.43,
2476,鉅祥,93/08/11,1,671442000.0,2000000.0,14.0,31.00,2004-08-12,2004-10-11,Y,2000000.0,2000000.0,100.0,44000725.0,22.00,1.34,
2201,裕隆,93/08/12,1,15203099000.0,30000000.0,20.6,35.00,2004-08-14,2004-10-13,Y,3844000.0,3844000.0,12.81,130668225.0,33.99,0.28,"為維護整體股東權益,本公司視股價在市場上之相對表現採分批買回?"
2332,友訊,93/08/13,3,5583867282.0,25000000.0,23.3,45.00,2004-08-13,2004-10-12,Y,3322000.0,3322000.0,13.29,112045207.0,33.73,0.06,"因考量買回期間股價維持穩定,並為顧及本公司股東權益。"
